Epoch,| bandwidth,d_loss,d_msstftd,adv_msstftd,feat_msstftd,l1,msspec,penalty,ratio1,g_loss,ratio2,mel,sisnr,adv,feat,duration,| sisnr,| duration
112,1.1,1.408,1.408,0.541,0.064,0.03,0.074,0.444,0.319,7.057,58.593,0.256,-2.482,0.541,0.064,904.262,,
112,1.1,,,0.662,0.062,0.03,0.075,,,,,0.256,-2.637,0.662,0.062,105.236,,
113,1.1,1.422,1.422,0.526,0.063,0.03,0.074,0.46,0.331,7.155,60.456,0.255,-2.556,0.526,0.063,909.901,,
113,1.1,,,0.467,0.063,0.03,0.075,,,,,0.255,-2.72,0.467,0.063,121.768,,
114,1.1,1.43,1.43,0.519,0.063,0.03,0.074,0.474,0.343,7.203,62.284,0.255,-2.651,0.519,0.063,893.493,,
114,1.1,,,0.641,0.062,0.03,0.075,,,,,0.256,-2.77,0.641,0.062,97.674,,
115,1.1,1.44,1.44,0.513,0.063,0.03,0.074,0.481,0.348,7.246,60.125,0.254,-2.696,0.513,0.063,880.449,,
115,1.1,,,0.448,0.062,0.03,0.075,,,,,0.255,-2.816,0.448,0.062,94.926,,
116,1.1,1.444,1.444,0.507,0.062,0.03,0.074,0.49,0.352,7.307,64.276,0.253,-2.728,0.507,0.062,879.581,,
116,1.1,,,0.623,0.061,0.029,0.075,,,,,0.256,-2.895,0.623,0.061,98.157,,
117,1.1,1.451,1.451,0.498,0.062,0.03,0.074,0.5,0.362,7.308,66.115,0.253,-2.781,0.498,0.062,893.729,,
117,1.1,,,0.563,0.06,0.029,0.075,,,,,0.255,-2.901,0.563,0.06,111.927,,
118,1.1,1.454,1.454,0.496,0.062,0.029,0.074,0.505,0.365,7.317,66.977,0.253,-2.795,0.496,0.062,894.385,,
118,1.1,,,0.389,0.061,0.029,0.075,,,,,0.254,-2.902,0.389,0.061,102.965,,
119,1.1,1.459,1.459,0.497,0.062,0.03,0.074,0.513,0.368,7.344,66.297,0.252,-2.855,0.497,0.062,881.301,,
119,1.1,,,0.415,0.061,0.029,0.075,,,,,0.253,-2.939,0.415,0.061,96.992,,
120,1.1,1.463,1.463,0.494,0.062,0.029,0.073,0.519,0.374,7.34,65.928,0.252,-2.886,0.494,0.062,880.035,,
120,1.1,,,0.634,0.061,0.029,0.075,,,,,0.254,-2.962,0.634,0.061,104.847,,
121,1.1,1.467,1.467,0.492,0.062,0.029,0.073,0.523,0.378,7.353,65.578,0.251,-2.898,0.492,0.062,880.714,,
121,1.1,,,0.298,0.062,0.029,0.075,,,,,0.254,-2.995,0.298,0.062,96.451,,
122,1.1,1.47,1.47,0.488,0.062,0.029,0.073,0.53,0.384,7.375,66.177,0.251,-2.926,0.488,0.062,880.185,,
122,1.1,,,0.418,0.062,0.029,0.075,,,,,0.253,-2.98,0.418,0.062,97.205,,
123,1.1,1.471,1.471,0.489,0.062,0.029,0.073,0.536,0.386,7.422,69.49,0.25,-2.88,0.489,0.062,888.499,,
123,1.1,,,0.48,0.062,0.029,0.075,,,,,0.253,-3.008,0.48,0.062,102.194,,
124,1.1,1.473,1.473,0.486,0.062,0.029,0.073,0.543,0.391,7.44,63.975,0.25,-2.954,0.486,0.062,891.488,,
124,1.1,,,0.566,0.061,0.029,0.075,,,,,0.253,-3.022,0.566,0.061,110.455,,
125,1.1,1.562,1.562,0.469,0.036,0.014,0.034,0.426,0.319,3.402,159.615,0.256,-6.469,0.469,0.036,997.584,,
125,1.1,,,0.617,0.036,0.014,0.039,,,,,0.263,-6.417,0.617,0.036,194.677,,
125,,,,,,,,,,,,,,,,52.79,-7.362,
125,,,,,,,,,,,,,,,,,,52.457
126,1.1,1.551,1.551,0.475,0.035,0.014,0.033,0.415,0.306,3.276,179.829,0.246,-6.574,0.475,0.035,907.485,,
126,1.1,,,0.597,0.036,0.014,0.038,,,,,0.259,-6.422,0.597,0.036,106.635,,
127,1.1,1.543,1.543,0.481,0.035,0.014,0.032,0.41,0.3,3.204,179.698,0.244,-6.651,0.481,0.035,891.927,,
127,1.1,,,0.493,0.037,0.014,0.038,,,,,0.258,-6.434,0.493,0.037,100.888,,
128,1.1,1.538,1.538,0.483,0.035,0.013,0.032,0.408,0.3,3.156,179.749,0.242,-6.644,0.483,0.035,892.387,,
128,1.1,,,0.392,0.037,0.014,0.038,,,,,0.257,-6.444,0.392,0.037,101.678,,
129,1.1,1.534,1.534,0.487,0.035,0.013,0.032,0.409,0.301,3.141,182.691,0.241,-6.656,0.487,0.035,891.799,,
129,1.1,,,0.547,0.037,0.014,0.038,,,,,0.257,-6.442,0.547,0.037,104.667,,
130,1.1,1.529,1.529,0.49,0.036,0.013,0.032,0.408,0.302,3.122,184.882,0.24,-6.683,0.49,0.036,893.774,,
130,1.1,,,0.543,0.037,0.014,0.038,,,,,0.257,-6.438,0.543,0.037,101.168,,
131,1.1,1.526,1.526,0.491,0.036,0.013,0.031,0.405,0.299,3.094,185.627,0.24,-6.704,0.491,0.036,892.842,,
131,1.1,,,0.55,0.037,0.014,0.037,,,,,0.256,-6.461,0.55,0.037,100.703,,
132,1.1,1.524,1.524,0.495,0.036,0.013,0.031,0.404,0.298,3.073,184.206,0.239,-6.699,0.495,0.036,892.721,,
132,1.1,,,0.448,0.038,0.014,0.037,,,,,0.255,-6.465,0.448,0.038,103.348,,
133,1.1,1.52,1.52,0.495,0.036,0.013,0.031,0.406,0.302,3.067,181.905,0.239,-6.694,0.495,0.036,893.656,,
133,1.1,,,0.655,0.037,0.014,0.037,,,,,0.256,-6.483,0.655,0.037,105.271,,
134,1.1,1.52,1.52,0.497,0.036,0.013,0.031,0.405,0.298,3.059,180.022,0.238,-6.723,0.497,0.036,893.993,,
134,1.1,,,0.593,0.037,0.014,0.037,,,,,0.256,-6.489,0.593,0.037,101.836,,
135,1.1,1.517,1.517,0.498,0.036,0.013,0.031,0.409,0.302,3.061,183.9,0.237,-6.733,0.498,0.036,891.57,,
135,1.1,,,0.537,0.037,0.014,0.037,,,,,0.256,-6.472,0.537,0.037,97.301,,
136,1.1,1.517,1.517,0.499,0.036,0.013,0.031,0.406,0.3,3.044,180.905,0.238,-6.753,0.499,0.036,883.59,,
136,1.1,,,0.553,0.038,0.014,0.037,,,,,0.255,-6.479,0.553,0.038,98.375,,
137,1.1,1.515,1.515,0.499,0.036,0.013,0.031,0.406,0.303,3.021,183.236,0.237,-6.736,0.499,0.036,882.79,,
137,1.1,,,0.429,0.039,0.014,0.037,,,,,0.256,-6.465,0.429,0.039,99.717,,
138,1.1,1.513,1.513,0.499,0.037,0.013,0.031,0.409,0.308,3.028,181.729,0.237,-6.778,0.499,0.037,881.845,,
138,1.1,,,0.414,0.038,0.014,0.037,,,,,0.255,-6.477,0.414,0.038,95.565,,
139,1.1,1.511,1.511,0.5,0.037,0.013,0.031,0.407,0.307,3.016,179.545,0.237,-6.778,0.5,0.037,882.485,,
139,1.1,,,0.441,0.039,0.014,0.037,,,,,0.256,-6.472,0.441,0.039,95.751,,
140,1.1,1.51,1.51,0.5,0.037,0.013,0.031,0.406,0.305,3.005,183.282,0.237,-6.762,0.5,0.037,880.26,,
140,1.1,,,0.579,0.039,0.014,0.037,,,,,0.256,-6.464,0.579,0.039,101.439,,
141,1.1,1.509,1.509,0.499,0.037,0.013,0.031,0.407,0.306,3.003,177.351,0.237,-6.788,0.499,0.037,884.921,,
141,1.1,,,0.427,0.039,0.014,0.037,,,,,0.255,-6.474,0.427,0.039,100.473,,
142,1.1,1.508,1.508,0.5,0.037,0.013,0.031,0.407,0.308,2.999,181.556,0.236,-6.787,0.5,0.037,878.84,,
142,1.1,,,0.459,0.039,0.014,0.037,,,,,0.255,-6.466,0.459,0.039,97.896,,
143,1.1,1.506,1.506,0.503,0.037,0.013,0.031,0.409,0.312,3.002,181.233,0.237,-6.783,0.503,0.037,886.744,,
143,1.1,,,0.532,0.039,0.014,0.037,,,,,0.255,-6.48,0.532,0.039,100.967,,
144,1.1,1.508,1.508,0.503,0.037,0.013,0.031,0.406,0.31,2.988,183.021,0.236,-6.789,0.503,0.037,887.734,,
144,1.1,,,0.464,0.04,0.014,0.037,,,,,0.256,-6.46,0.464,0.04,122.518,,
145,1.1,1.506,1.506,0.503,0.037,0.013,0.031,0.407,0.313,2.981,178.855,0.236,-6.807,0.503,0.037,905.726,,
145,1.1,,,0.754,0.039,0.014,0.037,,,,,0.256,-6.462,0.754,0.039,126.283,,
146,1.1,1.504,1.504,0.504,0.038,0.013,0.031,0.406,0.311,2.971,181.934,0.236,-6.784,0.504,0.038,912.288,,
146,1.1,,,0.545,0.04,0.014,0.037,,,,,0.255,-6.482,0.545,0.04,158.889,,
147,1.1,1.504,1.504,0.504,0.038,0.013,0.03,0.406,0.312,2.967,181.714,0.235,-6.793,0.504,0.038,911.311,,
147,1.1,,,0.563,0.04,0.014,0.037,,,,,0.255,-6.478,0.563,0.04,105.356,,
148,1.1,1.503,1.503,0.503,0.038,0.013,0.03,0.407,0.313,2.965,178.489,0.236,-6.831,0.503,0.038,884.902,,
148,1.1,,,0.501,0.04,0.014,0.037,,,,,0.255,-6.457,0.501,0.04,101.623,,
149,1.1,1.502,1.502,0.504,0.038,0.013,0.03,0.407,0.313,2.961,181.157,0.235,-6.812,0.504,0.038,880.025,,
149,1.1,,,0.68,0.04,0.014,0.037,,,,,0.255,-6.477,0.68,0.04,104.113,,
150,1.1,1.502,1.502,0.503,0.038,0.013,0.03,0.407,0.316,2.956,179.525,0.235,-6.822,0.503,0.038,891.59,,
150,1.1,,,0.622,0.039,0.014,0.037,,,,,0.255,-6.498,0.622,0.039,102.509,,
150,,,,,,,,,,,,,,,,66.518,-7.418,
150,,,,,,,,,,,,,,,,,,73.995
151,1.1,1.502,1.502,0.504,0.038,0.013,0.03,0.406,0.312,2.945,176.409,0.236,-6.813,0.504,0.038,882.052,,
151,1.1,,,0.477,0.04,0.014,0.037,,,,,0.255,-6.467,0.477,0.04,102.536,,
152,1.1,1.499,1.499,0.504,0.038,0.013,0.03,0.408,0.313,2.953,181.101,0.235,-6.797,0.504,0.038,880.653,,
152,1.1,,,0.514,0.04,0.014,0.037,,,,,0.255,-6.483,0.514,0.04,99.417,,
153,1.1,1.499,1.499,0.505,0.039,0.013,0.03,0.408,0.315,2.945,179.617,0.235,-6.84,0.505,0.039,880.433,,
153,1.1,,,0.516,0.04,0.014,0.037,,,,,0.255,-6.504,0.516,0.04,97.32,,
154,1.1,1.499,1.499,0.506,0.039,0.013,0.03,0.408,0.316,2.938,175.926,0.235,-6.823,0.506,0.039,880.629,,
154,1.1,,,0.532,0.041,0.014,0.037,,,,,0.255,-6.482,0.532,0.041,100.249,,
155,1.1,1.498,1.498,0.505,0.039,0.013,0.03,0.407,0.316,2.932,180.854,0.235,-6.842,0.505,0.039,880.676,,
155,1.1,,,0.66,0.04,0.014,0.037,,,,,0.255,-6.488,0.66,0.04,94.533,,
156,1.1,1.497,1.497,0.505,0.039,0.013,0.03,0.408,0.318,2.934,177.353,0.235,-6.842,0.505,0.039,875.917,,
156,1.1,,,0.694,0.041,0.014,0.037,,,,,0.255,-6.495,0.694,0.041,97.443,,
157,1.1,1.497,1.497,0.507,0.039,0.013,0.03,0.407,0.32,2.914,178.536,0.234,-6.848,0.507,0.039,877.147,,
157,1.1,,,0.696,0.04,0.014,0.037,,,,,0.254,-6.503,0.696,0.04,98.016,,
158,1.1,1.496,1.496,0.505,0.039,0.013,0.03,0.407,0.32,2.919,180.44,0.235,-6.858,0.505,0.039,876.159,,
158,1.1,,,0.564,0.041,0.014,0.037,,,,,0.254,-6.507,0.564,0.041,97.538,,
159,1.1,1.495,1.495,0.507,0.039,0.013,0.03,0.407,0.323,2.916,175.565,0.234,-6.871,0.507,0.039,878.329,,
159,1.1,,,0.567,0.042,0.014,0.037,,,,,0.255,-6.474,0.567,0.042,95.663,,
160,1.1,1.495,1.495,0.507,0.039,0.013,0.03,0.406,0.321,2.906,178.061,0.234,-6.855,0.507,0.039,880.027,,
160,1.1,,,0.668,0.041,0.014,0.037,,,,,0.254,-6.483,0.668,0.041,98.401,,
161,1.1,1.493,1.493,0.507,0.039,0.013,0.03,0.408,0.325,2.905,176.19,0.234,-6.839,0.507,0.039,879.646,,
161,1.1,,,0.624,0.041,0.014,0.037,,,,,0.254,-6.507,0.624,0.041,95.89,,
162,1.1,1.493,1.493,0.508,0.04,0.013,0.03,0.407,0.325,2.906,174.195,0.234,-6.876,0.508,0.04,880.332,,
162,1.1,,,0.44,0.042,0.014,0.037,,,,,0.255,-6.503,0.44,0.042,97.993,,
163,1.1,1.492,1.492,0.507,0.04,0.013,0.03,0.407,0.327,2.902,177.667,0.234,-6.894,0.507,0.04,880.969,,
163,1.1,,,0.59,0.042,0.014,0.037,,,,,0.254,-6.496,0.59,0.042,95.19,,
164,1.1,1.492,1.492,0.507,0.04,0.013,0.03,0.407,0.327,2.898,175.636,0.234,-6.854,0.507,0.04,879.263,,
164,1.1,,,0.596,0.042,0.014,0.037,,,,,0.254,-6.493,0.596,0.042,99.479,,
165,1.1,1.49,1.49,0.508,0.04,0.013,0.03,0.408,0.325,2.894,175.771,0.233,-6.881,0.508,0.04,879.78,,
165,1.1,,,0.585,0.042,0.014,0.037,,,,,0.254,-6.514,0.585,0.042,97.725,,
166,1.1,1.49,1.49,0.507,0.04,0.013,0.03,0.407,0.329,2.88,174.87,0.234,-6.894,0.507,0.04,881.35,,
166,1.1,,,0.57,0.042,0.014,0.037,,,,,0.254,-6.489,0.57,0.042,98.611,,
167,1.1,1.488,1.488,0.509,0.04,0.013,0.03,0.408,0.333,2.882,176.425,0.233,-6.923,0.509,0.04,882.249,,
167,1.1,,,0.585,0.042,0.014,0.037,,,,,0.254,-6.491,0.585,0.042,99.463,,
168,1.1,1.489,1.489,0.51,0.04,0.013,0.03,0.407,0.332,2.876,173.64,0.233,-6.871,0.51,0.04,881.234,,
168,1.1,,,0.647,0.041,0.014,0.037,,,,,0.254,-6.512,0.647,0.041,98.002,,
169,1.1,1.489,1.489,0.507,0.04,0.013,0.03,0.407,0.334,2.875,173.202,0.233,-6.865,0.507,0.04,880.499,,
169,1.1,,,0.571,0.042,0.014,0.037,,,,,0.254,-6.496,0.571,0.042,95.289,,
170,1.1,1.489,1.489,0.508,0.04,0.013,0.03,0.406,0.336,2.868,174.237,0.233,-6.89,0.508,0.04,887.223,,
170,1.1,,,0.725,0.041,0.014,0.037,,,,,0.254,-6.486,0.725,0.041,95.413,,
171,1.1,1.486,1.486,0.51,0.041,0.013,0.03,0.409,0.339,2.867,171.553,0.233,-6.886,0.51,0.041,877.209,,
171,1.1,,,0.507,0.042,0.014,0.037,,,,,0.254,-6.491,0.507,0.042,99.002,,
172,1.1,1.487,1.487,0.51,0.041,0.013,0.03,0.406,0.335,2.856,175.687,0.233,-6.895,0.51,0.041,882.269,,
172,1.1,,,0.527,0.043,0.014,0.037,,,,,0.254,-6.505,0.527,0.043,99.071,,
173,1.1,1.485,1.485,0.51,0.041,0.013,0.03,0.405,0.335,2.857,173.26,0.233,-6.903,0.51,0.041,879.448,,
173,1.1,,,0.566,0.043,0.014,0.037,,,,,0.254,-6.511,0.566,0.043,101.137,,
174,1.1,1.486,1.486,0.511,0.041,0.013,0.03,0.406,0.338,2.844,174.262,0.233,-6.894,0.511,0.041,879.864,,
174,1.1,,,0.586,0.043,0.014,0.037,,,,,0.254,-6.499,0.586,0.043,100.877,,
175,1.1,1.487,1.487,0.51,0.041,0.013,0.03,0.407,0.341,2.849,173.514,0.232,-6.897,0.51,0.041,881.139,,
175,1.1,,,0.574,0.043,0.014,0.037,,,,,0.253,-6.496,0.574,0.043,104.15,,
175,,,,,,,,,,,,,,,,69.683,-7.435,
175,,,,,,,,,,,,,,,,,,64.815
176,1.1,1.484,1.484,0.511,0.041,0.013,0.03,0.407,0.344,2.851,172.935,0.232,-6.884,0.511,0.041,890.284,,
176,1.1,,,0.706,0.043,0.014,0.037,,,,,0.254,-6.498,0.706,0.043,96.299,,
177,1.1,1.483,1.483,0.511,0.041,0.013,0.03,0.407,0.345,2.84,174.202,0.232,-6.921,0.511,0.041,888.363,,
177,1.1,,,0.479,0.044,0.014,0.037,,,,,0.255,-6.516,0.479,0.044,97.805,,
178,1.1,1.482,1.482,0.51,0.041,0.013,0.03,0.405,0.345,2.833,170.483,0.232,-6.904,0.51,0.041,884.716,,
178,1.1,,,0.703,0.043,0.014,0.037,,,,,0.254,-6.501,0.703,0.043,102.847,,
179,1.1,1.484,1.484,0.511,0.042,0.013,0.03,0.406,0.343,2.839,169.054,0.232,-6.94,0.511,0.042,887.958,,
179,1.1,,,0.712,0.043,0.014,0.037,,,,,0.253,-6.501,0.712,0.043,98.556,,
180,1.1,1.483,1.483,0.511,0.042,0.013,0.03,0.406,0.347,2.839,168.473,0.232,-6.894,0.511,0.042,889.827,,
180,1.1,,,0.492,0.044,0.014,0.037,,,,,0.254,-6.505,0.492,0.044,115.364,,
181,1.1,1.482,1.482,0.513,0.042,0.013,0.03,0.407,0.344,2.835,174.321,0.232,-6.885,0.513,0.042,885.049,,
181,1.1,,,0.582,0.044,0.014,0.037,,,,,0.254,-6.481,0.582,0.044,110.968,,
182,1.1,1.481,1.481,0.513,0.042,0.013,0.03,0.406,0.341,2.828,173.853,0.232,-6.91,0.513,0.042,887.423,,
182,1.1,,,0.639,0.044,0.014,0.037,,,,,0.254,-6.499,0.639,0.044,112.021,,
183,1.1,1.48,1.48,0.512,0.042,0.013,0.03,0.406,0.344,2.833,172.159,0.232,-6.939,0.512,0.042,892.509,,
183,1.1,,,0.528,0.045,0.014,0.037,,,,,0.253,-6.512,0.528,0.045,107.184,,
184,1.1,1.48,1.48,0.512,0.042,0.013,0.03,0.406,0.348,2.819,170.555,0.232,-6.924,0.512,0.042,886.152,,
184,1.1,,,0.517,0.045,0.014,0.037,,,,,0.253,-6.527,0.517,0.045,112.138,,
185,1.1,1.478,1.478,0.513,0.042,0.013,0.03,0.407,0.348,2.824,167.883,0.232,-6.935,0.513,0.042,887.595,,
185,1.1,,,0.545,0.045,0.014,0.037,,,,,0.254,-6.517,0.545,0.045,105.987,,
186,1.1,1.478,1.478,0.512,0.042,0.013,0.029,0.405,0.345,2.81,173.716,0.233,-6.943,0.512,0.042,885.32,,
186,1.1,,,0.524,0.045,0.014,0.037,,,,,0.253,-6.523,0.524,0.045,111.204,,
187,1.1,1.478,1.478,0.512,0.042,0.013,0.03,0.406,0.349,2.81,172.304,0.232,-6.941,0.512,0.042,895.857,,
187,1.1,,,0.579,0.044,0.014,0.036,,,,,0.253,-6.534,0.579,0.044,122.457,,
188,1.1,1.477,1.477,0.513,0.043,0.013,0.029,0.405,0.35,2.804,173.049,0.232,-6.927,0.513,0.043,829.408,,
188,1.1,,,0.612,0.045,0.014,0.037,,,,,0.254,-6.523,0.612,0.045,167.678,,
189,1.1,1.476,1.476,0.513,0.043,0.013,0.029,0.405,0.351,2.806,171.586,0.231,-6.921,0.513,0.043,726.862,,
189,1.1,,,0.461,0.045,0.014,0.037,,,,,0.254,-6.513,0.461,0.045,90.758,,
190,1.1,1.475,1.475,0.513,0.043,0.013,0.03,0.405,0.351,2.806,174.332,0.232,-6.946,0.513,0.043,728.718,,
190,1.1,,,0.576,0.045,0.014,0.037,,,,,0.254,-6.518,0.576,0.045,90.983,,
191,1.1,1.476,1.476,0.514,0.043,0.013,0.029,0.405,0.357,2.799,171.304,0.231,-6.952,0.514,0.043,734.151,,
191,1.1,,,0.708,0.045,0.014,0.037,,,,,0.254,-6.533,0.708,0.045,96.752,,
192,1.1,1.474,1.474,0.516,0.043,0.013,0.029,0.405,0.355,2.804,171.795,0.231,-6.955,0.516,0.043,727.095,,
192,1.1,,,0.638,0.045,0.014,0.037,,,,,0.253,-6.531,0.638,0.045,110.02,,
193,1.1,1.475,1.475,0.515,0.043,0.013,0.029,0.402,0.351,2.785,172.654,0.231,-6.971,0.515,0.043,749.402,,
193,1.1,,,0.472,0.045,0.014,0.036,,,,,0.253,-6.526,0.472,0.045,140.159,,
194,1.1,1.472,1.472,0.515,0.043,0.013,0.029,0.405,0.357,2.794,167.274,0.231,-6.967,0.515,0.043,755.98,,
194,1.1,,,0.698,0.045,0.014,0.037,,,,,0.253,-6.509,0.698,0.045,102.045,,
195,1.1,1.474,1.474,0.515,0.043,0.013,0.029,0.405,0.357,2.784,171.084,0.231,-6.958,0.515,0.043,770.824,,
195,1.1,,,0.512,0.046,0.014,0.036,,,,,0.253,-6.522,0.512,0.046,96.914,,
196,1.1,1.475,1.475,0.515,0.043,0.013,0.029,0.404,0.357,2.782,169.886,0.231,-6.979,0.515,0.043,733.244,,
196,1.1,,,0.615,0.046,0.014,0.036,,,,,0.253,-6.533,0.615,0.046,110.542,,
197,1.1,1.471,1.471,0.516,0.044,0.013,0.029,0.405,0.362,2.788,167.981,0.231,-7.011,0.516,0.044,730.019,,
197,1.1,,,0.512,0.046,0.014,0.037,,,,,0.253,-6.54,0.512,0.046,97.566,,
198,1.1,1.472,1.472,0.515,0.044,0.013,0.029,0.404,0.36,2.778,171.204,0.231,-7.008,0.515,0.044,734.126,,
198,1.1,,,0.614,0.046,0.014,0.036,,,,,0.253,-6.527,0.614,0.046,92.548,,
199,1.1,1.473,1.473,0.515,0.044,0.013,0.029,0.404,0.362,2.775,172.33,0.231,-6.985,0.515,0.044,725.631,,
199,1.1,,,0.528,0.046,0.014,0.036,,,,,0.253,-6.5,0.528,0.046,101.463,,
200,1.1,1.471,1.471,0.516,0.044,0.013,0.029,0.403,0.357,2.768,173.429,0.23,-6.999,0.516,0.044,734.172,,
200,1.1,,,0.656,0.046,0.014,0.037,,,,,0.253,-6.539,0.656,0.046,113.343,,
200,,,,,,,,,,,,,,,,55.127,-7.466,
200,,,,,,,,,,,,,,,,,,67.68
201,1.1,1.471,1.471,0.516,0.044,0.013,0.029,0.404,0.358,2.772,170.287,0.231,-7.004,0.516,0.044,737.299,,
201,1.1,,,0.419,0.047,0.014,0.036,,,,,0.253,-6.519,0.419,0.047,122.643,,
202,1.1,1.47,1.47,0.516,0.044,0.013,0.029,0.404,0.36,2.767,173.65,0.23,-7.0,0.516,0.044,746.317,,
202,1.1,,,0.508,0.047,0.014,0.036,,,,,0.255,-6.538,0.508,0.047,105.287,,
203,1.1,1.47,1.47,0.516,0.044,0.013,0.029,0.403,0.358,2.76,172.174,0.23,-6.987,0.516,0.044,742.588,,
203,1.1,,,0.545,0.047,0.014,0.036,,,,,0.253,-6.532,0.545,0.047,102.037,,
204,1.1,1.471,1.471,0.516,0.044,0.013,0.029,0.403,0.359,2.763,169.838,0.23,-7.01,0.516,0.044,732.472,,
204,1.1,,,0.353,0.047,0.014,0.037,,,,,0.253,-6.505,0.353,0.047,105.192,,
205,1.1,1.47,1.47,0.516,0.044,0.013,0.029,0.402,0.356,2.76,170.36,0.23,-7.011,0.516,0.044,736.615,,
205,1.1,,,0.569,0.047,0.014,0.036,,,,,0.253,-6.486,0.569,0.047,97.927,,
206,1.1,1.468,1.468,0.516,0.045,0.013,0.029,0.404,0.36,2.764,170.119,0.23,-6.996,0.516,0.045,734.381,,
206,1.1,,,0.521,0.047,0.014,0.036,,,,,0.253,-6.518,0.521,0.047,93.005,,
207,1.1,1.469,1.469,0.517,0.045,0.013,0.029,0.402,0.355,2.75,169.741,0.23,-6.996,0.517,0.045,722.481,,
207,1.1,,,0.569,0.047,0.014,0.036,,,,,0.252,-6.511,0.569,0.047,102.841,,
208,1.1,1.469,1.469,0.516,0.045,0.013,0.029,0.403,0.355,2.753,172.46,0.23,-7.008,0.516,0.045,728.123,,
208,1.1,,,0.708,0.047,0.014,0.036,,,,,0.254,-6.526,0.708,0.047,111.154,,
209,1.1,1.467,1.467,0.517,0.045,0.013,0.029,0.402,0.357,2.75,170.428,0.23,-6.987,0.517,0.045,724.253,,
209,1.1,,,0.746,0.047,0.014,0.036,,,,,0.254,-6.513,0.746,0.047,96.736,,
210,1.1,1.468,1.468,0.518,0.045,0.013,0.029,0.402,0.36,2.746,166.761,0.23,-6.99,0.518,0.045,731.846,,
210,1.1,,,0.57,0.048,0.014,0.036,,,,,0.253,-6.526,0.57,0.048,93.266,,
211,1.1,1.468,1.468,0.517,0.045,0.013,0.029,0.402,0.359,2.753,168.582,0.23,-7.012,0.517,0.045,742.738,,
211,1.1,,,0.566,0.048,0.014,0.036,,,,,0.253,-6.512,0.566,0.048,89.295,,
212,1.1,1.468,1.468,0.516,0.045,0.013,0.029,0.402,0.36,2.749,169.822,0.23,-7.005,0.516,0.045,723.625,,
212,1.1,,,0.635,0.048,0.014,0.036,,,,,0.254,-6.521,0.635,0.048,92.044,,
213,1.1,1.467,1.467,0.516,0.045,0.013,0.029,0.403,0.365,2.743,170.935,0.23,-7.005,0.516,0.045,725.413,,
213,1.1,,,0.635,0.047,0.014,0.036,,,,,0.252,-6.546,0.635,0.047,107.891,,
214,1.1,1.465,1.465,0.518,0.046,0.013,0.029,0.402,0.365,2.747,168.612,0.23,-7.02,0.518,0.046,731.168,,
214,1.1,,,0.601,0.048,0.014,0.036,,,,,0.253,-6.529,0.601,0.048,104.018,,
215,1.1,1.465,1.465,0.517,0.046,0.013,0.029,0.403,0.371,2.739,170.721,0.23,-7.042,0.517,0.046,726.622,,
215,1.1,,,0.453,0.049,0.014,0.037,,,,,0.254,-6.508,0.453,0.049,89.765,,
216,1.1,1.467,1.467,0.518,0.046,0.013,0.029,0.401,0.363,2.732,173.652,0.23,-6.994,0.518,0.046,722.665,,
216,1.1,,,0.516,0.048,0.014,0.037,,,,,0.254,-6.503,0.516,0.048,89.67,,
217,1.1,1.465,1.465,0.52,0.046,0.013,0.029,0.401,0.362,2.737,167.422,0.229,-6.982,0.52,0.046,722.308,,
217,1.1,,,0.682,0.048,0.014,0.036,,,,,0.253,-6.525,0.682,0.048,96.111,,
218,1.1,1.466,1.466,0.517,0.046,0.013,0.029,0.4,0.363,2.725,168.614,0.23,-7.017,0.517,0.046,717.564,,
218,1.1,,,0.483,0.049,0.014,0.037,,,,,0.253,-6.511,0.483,0.049,88.026,,
219,1.1,1.465,1.465,0.518,0.046,0.013,0.029,0.401,0.369,2.726,168.182,0.229,-7.031,0.518,0.046,721.168,,
219,1.1,,,0.38,0.049,0.014,0.036,,,,,0.253,-6.511,0.38,0.049,89.147,,
220,1.1,1.465,1.465,0.517,0.046,0.013,0.029,0.4,0.366,2.718,171.661,0.23,-6.998,0.517,0.046,719.981,,
220,1.1,,,0.51,0.049,0.014,0.036,,,,,0.254,-6.503,0.51,0.049,89.234,,
221,1.1,1.464,1.464,0.518,0.046,0.013,0.029,0.4,0.365,2.721,167.123,0.229,-7.007,0.518,0.046,720.455,,
221,1.1,,,0.763,0.048,0.014,0.036,,,,,0.253,-6.539,0.763,0.048,88.321,,
222,1.1,1.465,1.465,0.517,0.046,0.013,0.029,0.401,0.366,2.721,172.803,0.229,-7.014,0.517,0.046,717.849,,
222,1.1,,,0.484,0.049,0.014,0.036,,,,,0.253,-6.546,0.484,0.049,95.714,,
223,1.1,1.464,1.464,0.518,0.046,0.013,0.029,0.399,0.365,2.72,169.75,0.229,-7.024,0.518,0.046,723.244,,
223,1.1,,,0.491,0.049,0.014,0.036,,,,,0.253,-6.538,0.491,0.049,91.264,,
224,1.1,1.463,1.463,0.518,0.047,0.013,0.029,0.401,0.37,2.722,173.042,0.23,-7.035,0.518,0.047,722.272,,
224,1.1,,,0.55,0.049,0.014,0.036,,,,,0.253,-6.518,0.55,0.049,89.094,,
225,1.1,1.461,1.461,0.519,0.047,0.013,0.029,0.4,0.367,2.708,172.478,0.229,-7.037,0.519,0.047,722.183,,
225,1.1,,,0.517,0.05,0.014,0.036,,,,,0.252,-6.543,0.517,0.05,89.463,,
225,,,,,,,,,,,,,,,,47.959,-7.454,
