Epoch,| bandwidth,d_loss,d_msstftd,adv_msstftd,feat_msstftd,l1,msspec,penalty,ratio1,g_loss,ratio2,mel,sisnr,adv,feat,duration,| sisnr,| duration
20,1.1,0.738,0.738,1.435,0.023,0.016,0.035,0.245,0.244,1.811,10.857,0.267,-4.573,1.435,0.023,1009.29,,
20,,,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,,,
20,1.1,,,1.612,0.022,0.016,0.036,,,,,0.26,-5.151,1.612,0.022,415.986,,
21,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,
21,1.1,0.729,0.729,1.462,0.023,0.016,0.034,0.248,0.243,1.796,10.427,0.267,-4.624,1.462,0.023,913.973,,
21,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,
21,1.1,,,1.341,0.023,0.016,0.035,,,,,0.26,-5.182,1.341,0.023,182.011,,
22,,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,,
22,1.1,0.733,0.733,1.47,0.023,0.016,0.034,0.25,0.243,1.79,10.285,0.264,-4.705,1.47,0.023,719.393,,
22,,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,,
22,1.1,,,1.176,0.023,0.016,0.035,,,,,0.258,-5.242,1.176,0.023,144.413,,
23,,,,,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,,,,,
23,1.1,0.746,0.746,1.44,0.022,0.016,0.034,0.253,0.244,1.809,10.762,0.265,-4.797,1.44,0.022,757.696,,
23,,,,,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,,,,,
23,1.1,,,1.179,0.022,0.016,0.035,,,,,0.261,-5.258,1.179,0.022,141.485,,
24,,,,,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,,,,,
24,1.1,0.769,0.769,1.399,0.022,0.016,0.034,0.256,0.243,1.81,11.826,0.266,-4.837,1.399,0.022,715.93,,
24,,,,,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,,,,,
24,1.1,,,1.365,0.022,0.016,0.035,,,,,0.261,-5.327,1.365,0.022,149.59,,
25,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,
25,1.1,0.726,0.726,1.503,0.023,0.016,0.033,0.254,0.239,1.764,10.138,0.261,-4.878,1.503,0.023,705.244,,
25,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,
25,1.1,,,1.387,0.023,0.016,0.035,,,,,0.258,-5.336,1.387,0.023,101.811,,
25,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,116.318,-6.416,
25,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,73.099
26,,,,,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,,,,,
26,1.1,0.738,0.738,1.478,0.022,0.016,0.033,0.256,0.239,1.775,10.497,0.263,-4.897,1.478,0.022,724.087,,
26,,,,,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,,,,,
26,1.1,,,1.327,0.022,0.016,0.035,,,,,0.259,-5.377,1.327,0.022,99.36,,
27,,,,,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,,,,,
27,1.1,0.721,0.721,1.523,0.023,0.016,0.033,0.257,0.238,1.766,10.295,0.262,-4.967,1.523,0.023,685.233,,
27,,,,,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,,,,,
27,1.1,,,1.437,0.022,0.016,0.034,,,,,0.257,-5.417,1.437,0.022,95.039,,
28,,,,,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,,,,,
28,1.1,0.712,0.712,1.544,0.023,0.016,0.033,0.258,0.236,1.762,9.819,0.262,-5.004,1.544,0.023,699.829,,
28,,,,,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,,,,,
28,1.1,,,1.741,0.022,0.016,0.034,,,,,0.258,-5.442,1.741,0.022,115.536,,
29,,,,,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,,,,,
29,1.1,0.719,0.719,1.536,0.023,0.016,0.032,0.258,0.235,1.757,9.873,0.259,-5.052,1.536,0.023,687.809,,
29,,,,,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,,,,,
29,1.1,,,1.424,0.022,0.016,0.034,,,,,0.256,-5.484,1.424,0.022,99.441,,
30,,,,,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,,,,,
30,1.1,0.699,0.699,1.582,0.023,0.016,0.032,0.259,0.236,1.743,9.657,0.258,-5.095,1.582,0.023,687.637,,
30,,,,,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,,,,,
30,1.1,,,1.561,0.023,0.016,0.034,,,,,0.255,-5.473,1.561,0.023,131.043,,
31,,,,,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,,,,,
31,1.1,0.689,0.689,1.617,0.023,0.016,0.032,0.26,0.235,1.732,9.049,0.256,-5.134,1.617,0.023,694.158,,
31,,,,,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,,,,,
31,1.1,,,1.737,0.023,0.015,0.034,,,,,0.257,-5.503,1.737,0.023,98.842,,
32,,,,,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,,,,,
32,1.1,0.688,0.688,1.613,0.023,0.016,0.032,0.261,0.232,1.734,8.955,0.256,-5.151,1.613,0.023,694.015,,
32,,,,,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,,,,,
32,1.1,,,1.745,0.023,0.015,0.034,,,,,0.255,-5.55,1.745,0.023,104.343,,
33,,,,,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,,,,,
33,1.1,0.684,0.684,1.626,0.023,0.015,0.032,0.26,0.23,1.723,9.104,0.255,-5.205,1.626,0.023,708.727,,
